id,observed_on,time_observed_at,user_id,created_at,updated_at,latitude,longitude,place_town_name,place_county_name,place_state_name,scientific_name,common_name,iconic_taxon_name
37157760,2020-01-01,2020-01-01 11:13:00 UTC,1997051,2020-01-01 13:59:37 UTC,2020-01-01 14:56:56 UTC,39.3871916515,-9.2253106188,,Óbidos,,Anas platyrhynchos,Mallard,Aves
37157926,2020-01-01,2020-01-01 11:18:00 UTC,1997051,2020-01-01 14:07:17 UTC,2020-01-01 14:55:41 UTC,39.3907135331,-9.2210185574,,Óbidos,,Actitis hypoleucos,Common Sandpiper,Aves
37157972,2020-01-01,2020-01-01 11:14:00 UTC,1997051,2020-01-01 14:09:37 UTC,2020-01-01 14:55:24 UTC,39.2686998825,-9.2088336658,,Óbidos,,Numenius arquata,Eurasian Curlew,Aves
37159968,2020-01-01,2020-01-01 12:03:00 UTC,1997051,2020-01-01 15:39:34 UTC,2020-01-01 16:15:31 UTC,39.3944662512,-9.2204803529,,Óbidos,,Phalacrocorax carbo,Great Cormorant,Aves
37160339,2020-01-01,2020-01-01 11:57:00 UTC,1997051,2020-01-01 15:58:31 UTC,2020-04-01 15:04:01 UTC,39.3865053333,-9.2269853874,,Óbidos,,Ardea cinerea,Grey Heron,Aves
37160762,2020-01-01,2020-01-01 11:29:00 UTC,1997051,2020-01-01 16:17:44 UTC,2020-01-01 16:23:44 UTC,39.3872301833,-9.2231722049,,Óbidos,,Phalacrocorax carbo,Great Cormorant,Aves
37160912,2020-01-01,2020-01-01 11:56:00 UTC,1997051,2020-01-01 16:24:01 UTC,2020-01-01 16:26:25 UTC,39.3940477074,-9.2208474634,,Óbidos,,Egretta garzetta,Little Egret,Aves
37160991,2020-01-01,2020-01-01 12:05:00 UTC,1997051,2020-01-01 16:26:35 UTC,2020-01-01 16:27:35 UTC,39.3957557593,-9.2195457572,,Óbidos,,Motacilla alba,White Wagtail,Aves
37161189,2020-01-01,2020-01-01 11:49:00 UTC,1997051,2020-01-01 16:35:22 UTC,2020-02-25 15:39:08 UTC,39.3868409136,-9.2248021643,,Óbidos,,Larus michahellis,Yellow-legged Gull,Aves
37161270,2020-01-01,2020-01-01 11:31:00 UTC,1997051,2020-01-01 16:38:35 UTC,2020-01-01 21:40:14 UTC,39.3389317932,-9.2744376866,,Óbidos,,Numenius arquata,Eurasian Curlew,Aves
37161363,2020-01-01,2020-01-01 12:44:00 UTC,1997051,2020-01-01 16:41:22 UTC,2020-01-01 18:08:00 UTC,39.3956855445,-9.219156938,,Óbidos,,Cisticola juncidis,Zitting Cisticola,Aves
37165475,2020-01-01,2020-01-01 12:15:00 UTC,1997051,2020-01-01 19:05:26 UTC,2020-01-02 16:25:56 UTC,39.3914707532,-9.2236603032,,Óbidos,,Cisticola juncidis,Zitting Cisticola,Aves
37166602,2020-01-01,2020-01-01 11:52:00 UTC,1997051,2020-01-01 19:36:40 UTC,2020-01-01 22:31:22 UTC,39.3886008493,-9.2231858035,,Óbidos,,Egretta garzetta,Little Egret,Aves
37167893,2020-01-01,2020-01-01 11:54:00 UTC,1997051,2020-01-01 20:17:15 UTC,2020-01-01 22:26:59 UTC,39.3928896013,-9.2226249674,,Óbidos,,Cisticola juncidis,Zitting Cisticola,Aves
37170767,2020-01-01,2020-01-01 13:18:00 UTC,1997051,2020-01-01 21:39:30 UTC,2020-01-01 21:50:05 UTC,39.3200888587,-9.3280685786,,Peniche,,Buteo buteo,Common Buzzard,Aves
37192509,2020-01-02,2020-01-02 12:14:00 UTC,736083,2020-01-02 14:14:59 UTC,2020-01-02 16:32:56 UTC,41.121737938,-8.6659651995,,Vila Nova de Gaia,,Arenaria interpres,Ruddy Turnstone,Aves
37199609,2020-01-02,2020-01-02 14:58:00 UTC,1360566,2020-01-02 18:52:10 UTC,2020-01-02 22:51:18 UTC,38.9932057553,-8.090714805,,Avis,,Milvus milvus,Red Kite,Aves
37199635,2020-01-02,2020-01-02 14:50:18 UTC,1360566,2020-01-02 18:52:52 UTC,2020-01-02 22:51:16 UTC,38.9469261169,-8.0236253738,,,,Phalacrocorax carbo,Great Cormorant,Aves
37199644,2020-01-02,2020-01-02 14:56:39 UTC,1360566,2020-01-02 18:53:11 UTC,2020-01-09 12:19:26 UTC,38.9558029175,-8.003660202,,Avis,,Buteo buteo,Common Buzzard,Aves
37199667,2020-01-02,2020-01-02 14:49:29 UTC,1360566,2020-01-02 18:53:59 UTC,2020-01-02 19:46:48 UTC,38.9469070435,-8.0237350464,,Mora,,Phylloscopus collybita,Common Chiffchaff,Aves
37209794,2020-01-01,2020-01-01 16:35:00 UTC,1207192,2020-01-03 00:17:50 UTC,2020-01-03 00:39:57 UTC,38.7720366691,-9.1565779489,,Lisboa,,Phylloscopus collybita,Common Chiffchaff,Aves
37222071,2020-01-02,2020-01-02 15:11:00 UTC,1997051,2020-01-03 11:05:33 UTC,2020-01-18 13:56:28 UTC,38.6972187231,-9.1908434234,,Lisboa,,Estrilda astrild,Common Waxbill,Aves
37223448,2020-01-02,2020-01-02 20:59:20 UTC,1929500,2020-01-03 12:31:21 UTC,2020-01-03 12:36:14 UTC,37.1298202694,-8.4526758381,,Lagoa,,Phalacrocorax carbo,Great Cormorant,Aves
37226158,2020-01-02,2020-01-02 16:07:00 UTC,1092269,2020-01-03 14:36:58 UTC,2020-01-03 14:42:15 UTC,38.6650585602,-9.166627998,,Almada,,Chroicocephalus ridibundus,Black-headed Gull,Aves
37226159,2020-01-02,2020-01-02 17:09:00 UTC,1092269,2020-01-03 14:36:59 UTC,2020-01-03 14:42:15 UTC,38.6654218392,-9.1647857129,,Almada,,Egretta garzetta,Little Egret,Aves
37226160,2020-01-02,2020-01-02 16:25:00 UTC,1092269,2020-01-03 14:36:59 UTC,2020-01-04 16:20:58 UTC,38.6641394832,-9.1690749676,,Almada,,Sylvia atricapilla,Eurasian Blackcap,Aves
37226161,2020-01-02,2020-01-02 16:34:00 UTC,1092269,2020-01-03 14:37:01 UTC,2020-03-18 22:48:55 UTC,38.6642493305,-9.1693000709,,Almada,,Turdus merula,Eurasian Blackbird,Aves
37231783,2020-01-03,2020-01-03 15:55:43 UTC,1360566,2020-01-03 17:48:26 UTC,2020-01-03 18:15:57 UTC,39.0148353577,-7.9726700783,,Avis,,Phalacrocorax carbo,Great Cormorant,Aves
37231794,2020-01-03,2020-01-03 16:14:41 UTC,1360566,2020-01-03 17:49:01 UTC,2020-01-08 17:00:23 UTC,39.014793396,-7.9727249146,,Avis,,Podiceps cristatus,Great Crested Grebe,Aves
37231844,2020-01-03,2020-01-03 15:25:48 UTC,1360566,2020-01-03 17:50:33 UTC,2020-01-03 18:14:02 UTC,39.0061950684,-7.9406018257,,Avis,,Anthus pratensis,Meadow Pipit,Aves
37238517,2020-01-02,2020-01-02 13:38:00 UTC,1229753,2020-01-03 21:44:49 UTC,2020-01-04 08:07:38 UTC,41.062724229,-8.6578174709,,Vila Nova de Gaia,,Phalacrocorax carbo,Great Cormorant,Aves
37263493,2020-01-04,2020-01-04 10:17:00 UTC,1462872,2020-01-04 13:28:31 UTC,2020-01-04 14:26:24 UTC,41.1191893605,-8.5923130045,,Vila Nova de Gaia,,Regulus ignicapilla,Common Firecrest,Aves
37265463,2020-01-04,2020-01-04 10:43:00 UTC,1032079,2020-01-04 15:03:55 UTC,2020-01-05 13:06:49 UTC,41.5817461562,-8.3222145658,,Póvoa de Lanhoso,,Emberiza cia,Rock Bunting,Aves
37266043,2020-01-04,2020-01-04 15:16:02 UTC,1586803,2020-01-04 15:25:10 UTC,2020-01-04 16:09:38 UTC,38.7009632721,-9.3816580251,,Cascais,,Motacilla alba,White Wagtail,Aves
37270921,2020-01-04,2020-01-04 09:53:00 UTC,1462872,2020-01-04 18:02:21 UTC,2020-01-04 20:33:27 UTC,41.1191589743,-8.5923541524,,Vila Nova de Gaia,,Aegithalos caudatus,Long-tailed Tit,Aves
37271110,2020-01-04,2020-01-04 09:53:00 UTC,1462872,2020-01-04 18:06:17 UTC,2020-02-29 20:21:45 UTC,41.1191996485,-8.5923843791,,Vila Nova de Gaia,,Erithacus rubecula,European Robin,Aves
37271378,2020-01-04,2020-01-04 10:05:00 UTC,1462872,2020-01-04 18:12:21 UTC,2020-03-03 21:42:33 UTC,41.1192401561,-8.592396549,,Vila Nova de Gaia,,Cyanistes caeruleus,Eurasian Blue Tit,Aves
37271475,2020-01-04,2020-01-04 10:29:00 UTC,1462872,2020-01-04 18:14:31 UTC,2020-02-06 15:29:36 UTC,41.1191686993,-8.5922939122,,Vila Nova de Gaia,,Pica pica,Eurasian Magpie,Aves
37272009,2020-01-04,2020-01-04 11:03:00 UTC,1462872,2020-01-04 18:24:51 UTC,2020-03-02 23:16:54 UTC,41.096668911,-8.5395156244,,Vila Nova de Gaia,,Parus major,Great Tit,Aves
37272438,2020-01-04,2020-01-04 16:26:00 UTC,1462872,2020-01-04 18:43:32 UTC,2020-01-04 18:53:11 UTC,41.1149454274,-8.601396397,,Vila Nova de Gaia,,Phylloscopus collybita,Common Chiffchaff,Aves
37273691,2020-01-04,2020-01-04 17:39:00 UTC,1194776,2020-01-04 19:22:31 UTC,2020-01-04 21:54:39 UTC,39.8839702257,-8.8983323726,,Leiria,,Anthus pratensis,Meadow Pipit,Aves
37273693,2020-01-04,2020-01-04 16:24:00 UTC,1194776,2020-01-04 19:22:31 UTC,2020-01-04 21:54:04 UTC,39.8803163488,-8.8849857811,,Leiria,,Falco tinnunculus,Eurasian Kestrel,Aves
37273695,2020-01-04,2020-01-04 16:43:00 UTC,1194776,2020-01-04 19:22:32 UTC,2020-03-18 14:34:39 UTC,39.9301610746,-8.8352998925,,Leiria,,Ciconia nigra,Black Stork,Aves
37281180,2020-01-04,2020-01-04 18:13:25 UTC,2514814,2020-01-04 22:50:30 UTC,2020-03-29 15:39:53 UTC,38.5227824047,-28.6690533473,,Horta,Azores,Egretta garzetta,Little Egret,Aves
37294759,2020-01-04,2020-01-04 16:29:29 UTC,86246,2020-01-05 08:36:45 UTC,2020-01-06 18:57:32 UTC,38.69306167,-9.20820333,,Lisboa,,Larus fuscus,Lesser Black-backed Gull,Aves
37294766,2020-01-04,2020-01-04 16:26:03 UTC,86246,2020-01-05 08:37:02 UTC,2020-01-05 17:58:40 UTC,38.693355,-9.20668833,,Lisboa,,Calidris alba,Sanderling,Aves
37298333,2020-01-05,2020-01-05 11:38:52 UTC,1586803,2020-01-05 12:55:57 UTC,2020-01-06 19:04:15 UTC,38.7005647687,-9.389074333,,Cascais,,Arenaria interpres,Ruddy Turnstone,Aves
37298398,2020-01-05,2020-01-05 11:58:43 UTC,1586803,2020-01-05 12:59:36 UTC,2020-01-06 14:10:55 UTC,38.7019049664,-9.3973298371,,Cascais,,Calidris alba,Sanderling,Aves
37299438,2020-01-05,2020-01-05 11:09:00 UTC,1462872,2020-01-05 13:57:43 UTC,2020-01-06 22:33:58 UTC,41.1191911538,-8.5923621636,,Vila Nova de Gaia,,Certhia brachydactyla,Short-toed Treecreeper,Aves
37299795,2020-01-05,2020-01-05 09:43:00 UTC,1462872,2020-01-05 14:14:38 UTC,2020-01-07 05:26:43 UTC,41.1324375246,-8.6672085422,,Vila Nova de Gaia,,Sturnus unicolor,Spotless Starling,Aves
37300418,2020-01-05,2020-01-05 10:28:00 UTC,1462872,2020-01-05 14:35:52 UTC,2020-01-05 18:54:36 UTC,41.1981445191,-8.7065908753,,Vila Nova de Gaia,,Numenius arquata,Eurasian Curlew,Aves
37304007,2020-01-05,2020-01-05 15:05:25 UTC,1360566,2020-01-05 16:52:34 UTC,2020-01-05 17:10:55 UTC,39.0468101501,-7.8043451309,,Avis,,Phalacrocorax carbo,Great Cormorant,Aves
37304031,2020-01-05,2020-01-05 15:06:37 UTC,1360566,2020-01-05 16:52:55 UTC,2020-03-07 22:32:30 UTC,39.0468139648,-7.8043632507,,Avis,,Chroicocephalus ridibundus,Black-headed Gull,Aves
37304039,2020-01-05,2020-01-05 15:10:41 UTC,1360566,2020-01-05 16:53:15 UTC,2020-03-18 14:34:36 UTC,39.0468482971,-7.8043498993,,Avis,,Ciconia ciconia,White Stork,Aves
37304044,2020-01-05,2020-01-05 16:26:32 UTC,1360566,2020-01-05 16:53:40 UTC,2020-01-09 12:18:48 UTC,39.0545883179,-7.800620079,,Avis,,Passer hispaniolensis,Spanish Sparrow,Aves
37304050,2020-01-05,2020-01-05 15:25:30 UTC,1360566,2020-01-05 16:54:10 UTC,2020-01-09 12:16:24 UTC,39.0512390137,-7.7980618477,,Avis,,Galerida cristata,Crested Lark,Aves
37304070,2020-01-05,2020-01-05 16:22:26 UTC,1360566,2020-01-05 16:54:50 UTC,2020-01-09 12:16:51 UTC,39.0545768738,-7.8005285263,,Avis,,Emberiza calandra,Corn Bunting,Aves
37306155,2020-01-05,2020-01-05 15:09:23 UTC,1360566,2020-01-05 18:03:51 UTC,2020-01-05 19:23:40 UTC,39.0468444824,-7.8043417931,,Avis,,Motacilla alba,White Wagtail,Aves
37307139,2020-01-05,2020-01-05 15:09:00 UTC,3042,2020-01-05 18:36:38 UTC,2020-01-06 22:18:31 UTC,37.0334950738,-7.9531478131,,Faro,,Egretta garzetta,Little Egret,Aves
37309139,2020-01-04,2020-01-04 22:04:16 UTC,1360566,2020-01-05 19:28:21 UTC,2020-01-09 12:17:07 UTC,38.9495925903,-8.0698165894,,Mora,,Athene noctua,Little Owl,Aves
37309179,2020-01-04,2020-01-04 15:02:36 UTC,1360566,2020-01-05 19:28:58 UTC,2020-01-09 12:18:00 UTC,38.9468917847,-8.0238103867,,Mora,,Motacilla cinerea,Grey Wagtail,Aves
37309253,2020-01-04,2020-01-04 14:47:33 UTC,1360566,2020-01-05 19:31:22 UTC,2020-01-05 20:36:47 UTC,39.0031700134,-7.9381518364,,Avis,,Anthus pratensis,Meadow Pipit,Aves
37314741,2020-01-05,2020-01-05 10:33:00 UTC,1462872,2020-01-05 21:57:54 UTC,2020-01-06 07:04:22 UTC,41.1379293725,-8.6585412789,,Vila Nova de Gaia,,Actitis hypoleucos,Common Sandpiper,Aves
37314743,2020-01-05,2020-01-05 11:54:00 UTC,1462872,2020-01-05 21:57:55 UTC,2020-03-18 22:48:51 UTC,41.1095215377,-8.5923807987,,Vila Nova de Gaia,,Turdus merula,Eurasian Blackbird,Aves
37314744,2020-01-05,2020-01-05 09:50:00 UTC,1462872,2020-01-05 21:57:55 UTC,2020-02-12 15:39:30 UTC,41.1350925446,-8.6678740625,,Vila Nova de Gaia,,Saxicola rubicola,European Stonechat,Aves
37314748,2020-01-05,2020-01-05 10:23:00 UTC,1462872,2020-01-05 21:57:57 UTC,2020-01-06 07:04:19 UTC,41.137609368,-8.659121743,,Vila Nova de Gaia,,Motacilla alba,White Wagtail,Aves
37314750,2020-01-05,2020-01-05 10:26:00 UTC,1462872,2020-01-05 21:57:58 UTC,2020-01-05 22:03:53 UTC,41.1366434649,-8.6601145299,,Vila Nova de Gaia,,Anthus pratensis,Meadow Pipit,Aves
37314911,2020-01-05,2020-01-05 13:39:52 UTC,2346909,2020-01-05 22:02:14 UTC,2020-01-05 22:03:57 UTC,32.7546195984,-17.1294803619,,Calheta,Madeira,Motacilla cinerea,Grey Wagtail,Aves
37315298,2020-01-05,2020-01-05 22:09:32 UTC,759449,2020-01-05 22:11:01 UTC,2020-02-29 20:26:35 UTC,39.302249178,-9.2316065356,,Lourinhã,,Erithacus rubecula,European Robin,Aves
37334707,2020-01-06,2020-01-06 08:35:00 UTC,1462872,2020-01-06 10:59:10 UTC,2020-01-06 15:33:03 UTC,41.1686385555,-8.6908711491,,Porto,,Calidris maritima,Purple Sandpiper,Aves
37337632,2020-01-04,2020-01-04 14:41:00 UTC,1092269,2020-01-06 14:18:01 UTC,2020-03-03 22:39:16 UTC,38.525511246,-9.1429642445,,Sesimbra,,Aythya collaris,Ring-necked Duck,Aves
37337651,2020-01-04,2020-01-04 14:38:00 UTC,1092269,2020-01-06 14:18:48 UTC,2020-01-06 18:07:23 UTC,38.4484556322,-9.0634147531,,Sesimbra,,Aythya fuligula,Tufted Duck,Aves
37337671,2020-01-04,2020-01-04 14:36:00 UTC,1092269,2020-01-06 14:19:45 UTC,2020-01-06 15:14:27 UTC,38.5254693695,-9.1429209932,,Sesimbra,,Anas crecca,Green-winged Teal,Aves
37337672,2020-01-04,2020-01-04 14:36:00 UTC,1092269,2020-01-06 14:19:46 UTC,2020-01-06 18:06:52 UTC,38.5082217671,-9.0969781184,,Sesimbra,,Spatula clypeata,Northern Shoveler,Aves
37337790,2020-01-02,2020-01-02 15:11:00 UTC,1092269,2020-01-06 14:24:42 UTC,2020-01-06 15:31:57 UTC,38.7147454398,-9.1199916268,,Lisboa,,Loxia curvirostra,Red Crossbill,Aves
37340246,2020-01-06,2020-01-06 16:04:45 UTC,1642448,2020-01-06 16:06:11 UTC,2020-01-06 17:51:06 UTC,37.0746195,-8.13127783,,Albufeira,,Calidris alba,Sanderling,Aves
37343902,2020-01-06,2020-01-06 18:20:33 UTC,1192917,2020-01-06 18:31:45 UTC,2020-02-29 20:32:01 UTC,38.0584729622,-8.7807154655,,Santiago do Cacém,,Erithacus rubecula,European Robin,Aves
37353114,2020-01-06,2020-01-06 15:52:41 UTC,1334913,2020-01-06 23:38:57 UTC,2020-03-11 22:35:20 UTC,40.90401167,-8.48288833,,São João da Madeira,,Columba palumbus,Common Wood-Pigeon,Aves
37367499,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:11 UTC,2020-01-07 15:47:42 UTC,41.4468277159,-8.278988453,,Braga,,Anthus pratensis,Meadow Pipit,Aves
37367501,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:12 UTC,2020-03-03 21:42:31 UTC,41.4475056516,-8.2754048541,,Braga,,Cyanistes caeruleus,Eurasian Blue Tit,Aves
37367503,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:12 UTC,2020-01-08 00:38:06 UTC,41.4495321871,-8.272694507,,Braga,,Saxicola rubicola,European Stonechat,Aves
37367504,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:15 UTC,2020-01-07 16:13:44 UTC,41.4483240246,-8.2755664891,,Braga,,Phoenicurus ochruros,Black Redstart,Aves
37367505,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:15 UTC,2020-03-11 22:35:19 UTC,41.4478575967,-8.2772616452,,Braga,,Columba palumbus,Common Wood-Pigeon,Aves
37367507,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:15 UTC,2020-01-08 00:38:03 UTC,41.447455501,-8.2780126637,,Braga,,Regulus ignicapilla,Common Firecrest,Aves
37367509,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:18 UTC,2020-01-07 16:13:19 UTC,41.4483401083,-8.2745150632,,Braga,,Troglodytes troglodytes,Eurasian Wren,Aves
37367510,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:18 UTC,2020-01-15 02:51:12 UTC,41.4428010702,-8.290779839,,Braga,,Picus sharpei,Iberian Green Woodpecker,Aves
37367511,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:18 UTC,2020-01-07 14:01:09 UTC,41.4469086468,-8.2795576161,,Braga,,Anas platyrhynchos,Mallard,Aves
37367515,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:21 UTC,2020-01-25 15:32:14 UTC,41.4462170305,-8.280868032,,Braga,,Garrulus glandarius,Eurasian Jay,Aves
37367516,2020-01-06,2020-01-06 12:49:00 UTC,1826675,2020-01-07 12:57:21 UTC,2020-02-29 20:24:46 UTC,41.4466834702,-8.2793445372,,Braga,,Erithacus rubecula,European Robin,Aves
37371641,2020-01-07,2020-01-07 15:39:25 UTC,1642448,2020-01-07 15:40:00 UTC,2020-01-08 07:45:47 UTC,37.0842805,-8.12728617,,Loulé,,Fulica atra,Eurasian Coot,Aves
37376973,2020-01-07,2020-01-07 09:40:00 UTC,1462872,2020-01-07 19:17:55 UTC,2020-01-08 07:50:38 UTC,41.1192087984,-8.592360534,,Vila Nova de Gaia,,Certhia brachydactyla,Short-toed Treecreeper,Aves
37380266,2020-01-07,2020-01-07 09:36:00 UTC,1462872,2020-01-07 21:38:06 UTC,2020-01-08 07:35:17 UTC,41.1755595404,-8.4983562004,,Vila Nova de Gaia,,Turdus philomelos,Song Thrush,Aves
37380267,2020-01-07,2020-01-07 09:49:00 UTC,1462872,2020-01-07 21:38:06 UTC,2020-01-08 07:35:12 UTC,41.1192012406,-8.5924092485,,Vila Nova de Gaia,,Turdus merula,Eurasian Blackbird,Aves
37380268,2020-01-07,2020-01-07 10:12:00 UTC,1462872,2020-01-07 21:38:06 UTC,2020-01-08 07:35:06 UTC,41.1191791945,-8.5922605871,,Vila Nova de Gaia,,Dendrocopos major,Great Spotted Woodpecker,Aves
37380269,2020-01-07,2020-01-07 10:42:00 UTC,1462872,2020-01-07 21:38:09 UTC,2020-01-08 07:35:00 UTC,41.0927213548,-8.5522398292,,Vila Nova de Gaia,,Prunella modularis,Dunnock,Aves
37380270,2020-01-07,2020-01-07 10:49:00 UTC,1462872,2020-01-07 21:38:10 UTC,2020-02-29 20:24:42 UTC,41.092668177,-8.5518623697,,Vila Nova de Gaia,,Erithacus rubecula,European Robin,Aves
37380271,2020-01-07,2020-01-07 11:10:00 UTC,1462872,2020-01-07 21:38:10 UTC,2020-01-08 07:34:42 UTC,41.0926662152,-8.5520521968,,Vila Nova de Gaia,,Sylvia melanocephala,Sardinian Warbler,Aves
37380273,2020-01-07,2020-01-07 11:20:00 UTC,1462872,2020-01-07 21:38:12 UTC,2020-01-07 21:43:32 UTC,41.0926798231,-8.5521762067,,Vila Nova de Gaia,,Phylloscopus collybita,Common Chiffchaff,Aves
37380274,2020-01-07,2020-01-07 11:44:00 UTC,1462872,2020-01-07 21:38:12 UTC,2020-01-08 07:34:33 UTC,41.0927232974,-8.5519642136,,Vila Nova de Gaia,,Sylvia melanocephala,Sardinian Warbler,Aves
37380618,2020-01-07,2020-01-07 14:45:00 UTC,1462872,2020-01-07 21:47:39 UTC,2020-01-07 21:55:36 UTC,41.1149600964,-8.6012599079,,Vila Nova de Gaia,,Phylloscopus collybita,Common Chiffchaff,Aves
37380619,2020-01-07,2020-01-07 14:46:00 UTC,1462872,2020-01-07 21:47:40 UTC,2020-01-08 07:34:18 UTC,41.1150437631,-8.6012664112,,Vila Nova de Gaia,,Sylvia atricapilla,Eurasian Blackcap,Aves
37380620,2020-01-07,2020-01-07 14:08:00 UTC,1462872,2020-01-07 21:47:40 UTC,2020-01-07 22:00:52 UTC,41.1151258508,-8.6012869425,,Vila Nova de Gaia,,Anthus pratensis,Meadow Pipit,Aves
37383223,2020-01-07,2020-01-07 23:08:38 UTC,1192917,2020-01-07 23:21:04 UTC,2020-01-08 07:31:15 UTC,38.0594832465,-8.7814752012,,Santiago do Cacém,,Streptopelia decaocto,Eurasian Collared-Dove,Aves
37383251,2020-01-07,2020-01-07 23:07:49 UTC,1192917,2020-01-07 23:23:10 UTC,2020-04-01 15:03:55 UTC,38.0597868306,-8.7815858424,,Santiago do Cacém,,Ardea cinerea,Grey Heron,Aves
37398202,2020-01-06,2020-01-06 16:08:36 UTC,1435811,2020-01-08 14:18:14 UTC,2020-04-01 15:03:56 UTC,38.5235529925,-9.1457408253,,Sesimbra,,Ardea cinerea,Grey Heron,Aves
37398216,2020-01-06,2020-01-06 17:38:34 UTC,1435811,2020-01-08 14:19:38 UTC,2020-01-08 23:15:43 UTC,38.5223690383,-9.1426610501,,Sesimbra,,Saxicola rubicola,European Stonechat,Aves
37398239,2020-01-06,2020-01-06 17:35:04 UTC,1435811,2020-01-08 14:21:23 UTC,2020-02-29 20:24:43 UTC,38.5224173542,-9.1427651759,,Sesimbra,,Erithacus rubecula,European Robin,Aves
37398265,2020-01-06,2020-01-06 17:19:47 UTC,1435811,2020-01-08 14:23:09 UTC,2020-01-15 02:36:55 UTC,38.5259729027,-9.1414190028,,Sesimbra,,Gallinula chloropus,Eurasian Moorhen,Aves
37398295,2020-01-06,2020-01-06 17:19:14 UTC,1435811,2020-01-08 14:24:43 UTC,2020-01-08 23:15:35 UTC,38.5253161083,-9.1424294882,,Sesimbra,,Motacilla alba,White Wagtail,Aves
37398319,2020-01-06,2020-01-06 17:18:26 UTC,1435811,2020-01-08 14:26:06 UTC,2020-01-08 15:03:13 UTC,38.4137658539,-9.0319702826,,Sesimbra,,Aythya fuligula,Tufted Duck,Aves
37398336,2020-01-06,2020-01-06 16:59:18 UTC,1435811,2020-01-08 14:26:49 UTC,2020-01-08 23:15:36 UTC,38.4934076531,-9.0845550985,,Sesimbra,,Mareca strepera,Gadwall,Aves
37398342,2020-01-06,2020-01-06 15:53:03 UTC,1435811,2020-01-08 14:27:34 UTC,2020-03-07 22:32:24 UTC,38.5227066244,-9.1456688168,,Sesimbra,,Chroicocephalus ridibundus,Black-headed Gull,Aves
37398352,2020-01-06,2020-01-06 16:14:41 UTC,1435811,2020-01-08 14:28:22 UTC,2020-01-21 19:18:53 UTC,38.5231916384,-9.1455928039,,Sesimbra,,Larus fuscus,Lesser Black-backed Gull,Aves
37398367,2020-01-06,2020-01-06 16:10:13 UTC,1435811,2020-01-08 14:29:10 UTC,2020-01-08 23:15:38 UTC,38.5229469323,-9.1454532911,,Sesimbra,,Egretta garzetta,Little Egret,Aves
37398412,2020-01-06,2020-01-06 16:19:07 UTC,1435811,2020-01-08 14:31:41 UTC,2020-01-08 20:15:47 UTC,38.5228196117,-9.1451808057,,Sesimbra,,Actitis hypoleucos,Common Sandpiper,Aves
37398436,2020-01-06,2020-01-06 16:33:51 UTC,1435811,2020-01-08 14:32:33 UTC,2020-01-08 18:28:07 UTC,38.5240958487,-9.1440445684,,Sesimbra,,Phylloscopus collybita,Common Chiffchaff,Aves
37398458,2020-01-06,2020-01-06 16:40:04 UTC,1435811,2020-01-08 14:33:17 UTC,2020-01-15 14:11:18 UTC,38.5254513016,-9.1428937834,,Sesimbra,,Fulica atra,Eurasian Coot,Aves
37398505,2020-01-06,2020-01-06 16:46:06 UTC,1435811,2020-01-08 14:34:41 UTC,2020-01-08 23:15:39 UTC,38.5252732509,-9.1429312794,,Sesimbra,,Anas crecca,Green-winged Teal,Aves
37398528,2020-01-06,2020-01-06 16:46:28 UTC,1435811,2020-01-08 14:35:30 UTC,2020-01-08 17:35:56 UTC,38.5253800144,-9.1429424462,,Sesimbra,,Phalacrocorax carbo,Great Cormorant,Aves
37398557,2020-01-06,2020-01-06 15:53:35 UTC,1435811,2020-01-08 14:36:51 UTC,2020-01-08 15:01:28 UTC,38.4223490863,-9.0300120543,,Sesimbra,,Aythya fuligula,Tufted Duck,Aves
37398576,2020-01-06,2020-01-06 16:57:53 UTC,1435811,2020-01-08 14:37:32 UTC,2020-01-08 21:38:30 UTC,38.5251852684,-9.1429571497,,Sesimbra,,Tachybaptus ruficollis,Little Grebe,Aves
37398596,2020-01-06,2020-01-06 15:43:24 UTC,1435811,2020-01-08 14:38:46 UTC,2020-01-08 17:30:50 UTC,38.4625755818,-9.1954032161,,Sesimbra,,Spatula clypeata,Northern Shoveler,Aves
37400140,2020-01-08,2020-01-08 10:34:00 UTC,3042,2020-01-08 15:45:54 UTC,2020-01-08 21:38:54 UTC,37.0336398556,-7.9531339314,,Faro,,Egretta garzetta,Little Egret,Aves
37405289,2020-01-08,2020-01-08 13:56:28 UTC,1789618,2020-01-08 19:19:47 UTC,2020-01-08 23:31:21 UTC,38.6600968725,-9.1687385738,,Almada,,Columba palumbus,Common Wood-Pigeon,Aves
